id,carat,cut,color,clarity,depth,table,x,y,z,price,log_price,high_price
44001,1.031144055835212,0.9622280818483372,-0.27658941045513585,1.1362994287379664,0.6445116610210534,-0.6217576568490629,0.20617420066152148,0.2149944873208378,-0.3318632855567808,8282,0.8201379335106949,1
44002,-0.022258136966245613,-0.9990733397688922,0.316997167268596,-0.6861941751933982,-1.7971408690417225,1.3599913972373965,0.03197353914002199,0.04961411245865488,-0.4729878721058435,2196,0.5246319248772087,0
44003,3.516092818341213,-1.9797240505775069,-1.4637625659025995,-0.6861941751933982,-2.7014566209168236,1.3599913972373965,0.5876515986769568,0.5700110253583239,-0.16868798235942684,16731,0.9766741770333653,1
44004,-1.183701580311442,0.9622280818483372,0.316997167268596,2.3512951646922096,0.011490634708479911,-1.1171949203706777,-0.32304299889746435,-0.30760749724366054,-0.669239250275634,760,0.2884237291079671,0
44005,-0.45442313914120225,-0.018422628960277555,1.5041703227160597,-0.6861941751933982,0.4636485106460305,1.3599913972373965,-0.08489525909592077,-0.09371554575523722,-0.5214994487320839,1715,0.4695967253427489,0
44006,2.138566873908539,-0.018422628960277555,-1.4637625659025995,-0.0786963072162767,-3.063182921666863,1.8554286607590114,0.41345093715545755,0.40022050716648283,-0.27673649393605304,8820,0.8341485689213675,1
44007,2.192587499180408,-0.018422628960277555,-0.27658941045513585,1.1362994287379664,1.0062379617710926,0.8645541337157816,0.3715545755237044,0.3627342888643881,-0.22822491730981265,15404,0.9582783721840249,1
44008,0.7880512421117986,0.9622280818483372,0.316997167268596,-1.2936920431705197,0.8253748113960762,-0.12632039332744804,0.1686879823594265,0.17971334068357203,-0.35170893054024266,4721,0.6950156138794147,1
44009,-1.0486500171317679,-0.018422628960277555,-0.27658941045513585,2.3512951646922096,-1.7067092938542112,0.3691168701941668,-0.25909592061742026,-0.26130099228224923,-0.6515986769570011,1020,0.3539250521524341,0
44010,-0.9676190792239636,0.9622280818483372,0.9105837449923279,-0.0786963072162767,0.19235378508350273,-0.12632039332744804,-0.23263506063947093,-0.24145534729878737,-0.6163175303197355,984,0.3459261452757567,0
44011,1.3282574948304944,0.9622280818483372,-0.8701759881788677,-0.0786963072162767,-1.7067092938542112,-0.12632039332744804,0.28776185226019835,0.278941565600882,-0.32524807056229343,6487,0.7657572435256571,1
44012,0.9231028052914727,-0.9990733397688922,0.9105837449923279,-1.2936920431705197,1.0062379617710926,-0.12632039332744804,0.19073869900771756,0.19955898566703412,-0.33627342888643885,4398,0.6792389140178229,1
44013,-1.0756603297677028,0.9622280818483372,-0.8701759881788677,1.7437972967150879,0.3732169354585255,-1.6126321838922926,-0.27453142227122385,-0.2679162072767366,-0.6361631753031973,707,0.27233158363432775,0
44014,-1.0756603297677028,0.9622280818483372,1.5041703227160597,0.5288015607608448,-1.164119842729149,-1.1171949203706777,-0.2679162072767366,-0.25909592061742026,-0.6471885336273429,683,0.2646434886833078,0
44015,-0.9946293918598983,0.9622280818483372,-0.27658941045513585,-0.0786963072162767,-0.3502356660415593,-0.12632039332744804,-0.2480705622932745,-0.24145534729878737,-0.627342888643881,596,0.23431163079718273,0
44016,0.03176248830562404,-0.9990733397688922,0.316997167268596,-0.6861941751933982,1.1871011121461155,-0.6217576568490629,0.01653803748621807,0.014332965821389099,-0.44652701212789425,2670,0.5681394821424938,1
44017,0.03176248830562404,0.9622280818483372,1.5041703227160597,-0.0786963072162767,0.011490634708479911,-0.12632039332744804,0.03417861080485096,0.027563395810363822,-0.4531422271223816,3099,0.601308937465018,1
44018,1.2202162442867552,0.9622280818483372,0.316997167268596,1.1362994287379664,-1.164119842729149,0.3691168701941668,0.25689084895259073,0.2745314222712236,-0.3274531422271224,10850,0.8802611933572521,1
44019,-1.0486500171317679,0.9622280818483372,0.9105837449923279,1.1362994287379664,-0.4406672412290707,-0.12632039332744804,-0.2679162072767366,-0.26130099228224923,-0.6405733186328555,779,0.29392060815554855,0
44020,-1.0756603297677028,0.9622280818483372,-0.8701759881788677,1.7437972967150879,-0.5310988164165756,0.3691168701941668,-0.27673649393605304,-0.2701212789415657,-0.6471885336273429,671,0.2606975249744585,0
44021,-0.8055572034083548,-1.9797240505775069,0.9105837449923279,-1.2936920431705197,1.8201221384586823,-0.12632039332744804,-0.1885336273428887,-0.2039691289966925,-0.5722160970231533,818,0.3047955058800908,0
44022,-1.0486500171317679,-0.018422628960277555,-0.27658941045513585,-0.0786963072162767,0.28278536027101414,1.3599913972373965,-0.2789415656008821,-0.2679162072767366,-0.6383682469680265,561,0.22083918805865443,0
44023,0.8150615547477333,-0.9990733397688922,1.5041703227160597,-0.6861941751933982,-3.3344776472293907,1.8554286607590114,0.217199558985667,0.2326350606394707,-0.3869900771775082,5055,0.710232769173034,1
44024,-0.26535095068965875,0.9622280818483372,-0.8701759881788677,-0.6861941751933982,0.10192220989599132,-1.6126321838922926,-0.03638368246968027,-0.027563395810363822,-0.49062844542447637,1416,0.4269493115632992,0
44025,1.409288432738299,0.9622280818483372,-0.8701759881788677,-0.0786963072162767,0.4636485106460305,-0.6217576568490629,0.2767364939360528,0.2613009922822491,-0.2987872105843441,7260,0.7908188583030183,1
44026,-0.9946293918598983,-0.9990733397688922,-0.27658941045513585,-0.6861941751933982,-0.5310988164165756,-1.6126321838922926,-0.23704520396912898,-0.23042998897464184,-0.6229327453142228,536,0.21069101845902363,0
44027,0.8150615547477333,-0.9990733397688922,-0.8701759881788677,-0.6861941751933982,0.9158063865835812,0.3691168701941668,0.16648291069459753,0.1708930540242557,-0.35391400220507174,4559,0.6872425847691727,1
44028,-1.0486500171317679,0.9622280818483372,0.316997167268596,1.7437972967150879,0.28278536027101414,-1.6126321838922926,-0.2635060639470783,-0.26130099228224923,-0.6317530319735392,912,0.32901074847642053,0
44029,-0.6705056402286806,0.9622280818483372,-0.8701759881788677,2.3512951646922096,0.4636485106460305,-1.6126321838922926,-0.14663726571113567,-0.13781697905181922,-0.5545755237045205,1382,0.4215388823657278,0
44030,0.8150615547477333,-0.9990733397688922,-1.4637625659025995,-0.6861941751933982,1.2775326873336268,-1.1171949203706777,0.1753031973539141,0.1576626240352812,-0.3495038588754136,3676,0.6393190345563035,1
44031,0.3828965525727765,-0.018422628960277555,-0.27658941045513585,-0.0786963072162767,-0.7119619667915985,0.3691168701941668,0.11135611907386989,0.10474090407938252,-0.41565600882028664,3237,0.6110075975724812,1
44032,3.489082505705279,-1.9797240505775069,-2.057349143626331,-0.0786963072162767,-3.424909222416902,2.350865924280626,0.5656008820286658,0.5832414553472987,-0.18632855567805973,13542,0.9295989527786845,1
44033,-0.022258136966245613,-0.9990733397688922,-1.4637625659025995,0.5288015607608448,0.3732169354585255,-0.12632039332744804,0.018743109151047488,0.025358324145534628,-0.4531422271223816,2332,0.5380084180005223,0
44034,-1.0756603297677028,0.9622280818483372,-0.27658941045513585,1.1362994287379664,0.3732169354585255,-1.1171949203706777,-0.2833517089305403,-0.27453142227122385,-0.6405733186328555,565,0.22242080956447735,0
